Id,equityValuation,AverageSimilarStartupValuation,roundInvestment,city,Assets,AverageFounderTeamAgeFunding,DIPP,FilterFounderNumFounder,PAT,Revenue,SumOfCharges,EducationAbsolute,ExperienceAbsolute,Incubator/Accelerator,AI and ML,Adtech,Agritech and Farming,Apps,Biotech,Business Support Services,Clean-Tech,Clothing and Apparel,Commerce and Shopping,Community and Lifestyle,Consumer Electronics,Consumer Products,Consumer Services,Content and Publishing,Data and Analytics,Defence-Tech,Design,Edu-Tech,Energy,Events and Concerts,Fin-Tech,Food and Beverage,Game-Tech,Government,Hardware and Technology,Health-Tech,Information Technology,Internet Services,Manufacturing,Media and Entertainment,Messaging and Communications,Metaverse,Mobile,Music and Audio,Natural Resources,Navigation and Mapping,Others,Payments,Platforms,Privacy and Security,Professional Services,Real Estate,Sales and Marketing,Science and Engineering,Software,Sports,Transportation and Logistics,Travel and Tourism,Video,Web 3.0,current_age,funding_age,predicted_capital,predicted_rating,RatioWomenFounders,FounderDiversity,IndianInvestors,InternationalInvestors,IndianFunds,InternationalFunds,RegularInvestor,RegularFund,Num Deals,Deal Value Growth
3815,134.8,,16.7,1,₹50 - ₹250 Million,38.0,Yes,3.0,Negative Profits,₹50 - ₹100 Million,0.0,21.15,189.0,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.451561219221715,2.435616438356164,-17.3373385518591,0.4078793217904661,0.0,0.0,0,0,1,0,No,Yes,,
579,671.5,1004.97,311.7,1,₹50 - ₹250 Million,34.0,No,4.0,Negative Profits,₹10 - ₹50 Million,0.0,17.2,167.125,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.287177655848491,1.501369863013699,23.27123287671233,0.3892440385591071,0.25,0.25,2,0,2,1,No,Yes,453.0,0.252
2251,88.3,,15.0,2,Upto ₹50 Million,29.0,Yes,1.0,Negative Profits,Upto ₹10 Million,0.0,2.5,63.0,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.437862588247083,1.336986301369863,4.299686888454012,,0.0,0.0,0,0,1,0,No,No,510.0,-0.445
986,7952.0,1437.05,852.0,2,More than ₹1000 Million,,No,3.0,Negative Profits,More than ₹500 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59950642318528,1.298630136986301,826.72,,0.3333333333333333,0.0,0,0,0,4,No,Yes,,
1883,2750.0,1837.55,1523.9,1,Unknown,,No,1.0,Negative Profits,More than ₹500 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.97758861544337,5.742465753424658,,,0.0,0.0,0,0,1,0,No,No,510.0,-0.445
1,719.1,1511.5,318.1,,₹50 - ₹250 Million,28.0,Yes,2.0,Negative Profits,₹10 - ₹50 Million,0.0,0.0,0.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684437929486143,1.076712328767123,94.92374429223743,,0.0,1.0,1,2,2,1,Yes,No,453.0,0.252
1111,12218.9,,193.7,2,₹250 - ₹500 Million,40.0,No,4.0,Negative Profits,More than ₹500 Million,60000000.0,23.825,187.6875,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87073929996845,6.271232876712329,179.8732472276582,42.22411247914273,0.0,0.3333333333333333,0,0,1,4,No,No,453.0,0.252
1115,359.0,120.0,89.4,1,Unknown,29.0,Yes,2.0,Unknown,Unknown,0.0,5.4,31.5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.11183519038156,7.852054794520548,,,0.0,1.0,1,0,1,0,No,Yes,453.0,0.252
3795,261.8,38824.75,54.4,2,More than ₹1000 Million,29.0,Yes,3.0,Negative Profits,More than ₹500 Million,9733062618.0,9.200000000000001,188.0,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.235122863046803,-3.115068493150685,-30100.10167123287,-19.24952581664911,0.0,1.0,0,0,1,1,No,Yes,577.0,0.163
1765,48496.7,,4903.8,1,Unknown,51.0,Yes,2.0,Negative Profits,More than ₹500 Million,1200000000.0,14.5,0.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.766629711270356,8.783561643835617,,,0.0,0.0,0,0,4,2,No,No,453.0,0.252
2414,1312.7,9688.57,514.0,1,₹250 - ₹500 Million,50.0,Yes,2.0,Negative Profits,₹100 - ₹500 Million,100000000.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03238313627854,4.854794520547945,20.38677940481814,,0.0,0.0,0,0,1,2,No,No,569.0,0.996
843,43759.0,1751.73,5082.1,1,Unknown,42.0,No,2.0,Negative Profits,More than ₹500 Million,2607030763.0,18.8,108.5,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.30087628612408,12.96438356164384,2.809302837573386,,0.0,0.0,0,0,0,5,No,Yes,,
248,116.7,909.1,26.7,2,Unknown,28.0,Yes,2.0,Negative Profits,₹10 - ₹50 Million,0.0,33.75,57.75,No,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.558410532386194,1.427397260273973,,6.625060677115467,0.5,0.0,7,3,1,1,No,Yes,,
1393,203.1,31271.68,65.0,1,₹500 - ₹1000 Million,35.0,No,2.0,Negative Profits,More than ₹500 Million,0.0,17.75,141.75,No,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.810465327516805,1.26027397260274,87.41094585779518,,0.5,0.0,0,0,1,1,No,No,612.0,-0.169
1026,639.5,217.1,154.4,1,₹50 - ₹250 Million,33.0,Yes,3.0,Negative Profits,Upto ₹10 Million,0.0,0.0,0.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859780395811422,0.6,,-7.824431339511374,0.0,0.5,0,0,2,1,No,No,453.0,0.252
2642,511.8,,20.0,2,₹250 - ₹500 Million,54.0,No,1.0,Upto ₹10 Million,Unknown,14500000.0,22.5,217.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.262520122701389,-1.586301369863014,102.302,-1.692729188619599,1.0,0.0,0,0,0,1,No,No,532.0,-0.461
2804,172.0,1353.8,72.0,1,Unknown,28.0,No,1.0,Negative Profits,Upto ₹10 Million,,24.0,38.5,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.265259848816749,2.164383561643836,,0.027748507200562,0.0,0.0,0,0,1,0,No,No,569.0,0.996
1035,77344.5,1186.33,5356.1,1,More than ₹1000 Million,36.0,Yes,3.0,Negative Profits,More than ₹500 Million,310000000.0,25.475,116.375,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.38032834102207,6.186301369863013,2369.002237442922,11.27500591631711,0.0,0.5,0,0,2,6,No,Yes,453.0,0.252
1259,998.8,2144.46,156.9,1,Unknown,33.0,Yes,1.0,Negative Profits,₹10 - ₹50 Million,22291000.0,0.0,0.0,Yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.383068067172976,6.797260273972602,,3.692431882699398,0.0,0.0,0,0,1,3,No,No,453.0,0.252
651,1680.0,,1115.9,1,More than ₹1000 Million,34.0,No,1.0,Negative Profits,₹100 - ₹500 Million,470000000.0,31.2,49.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.700876286023179,4.016438356164383,1013.588,0.6836490819003206,0.0,0.0,0,1,2,5,No,No,453.0,0.252
1917,4990.0,1041.29,796.1,1,Unknown,30.0,Yes,2.0,Negative Profits,₹100 - ₹500 Million,385000000.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2269036839544,6.857534246575343,285.6418003913894,-2.851725869742682,0.0,0.0,0,0,6,3,No,No,453.0,0.252
1831,6750.0,1395.72,621.1,1,Unknown,,No,2.0,₹50 - ₹100 Million,More than ₹500 Million,5022000.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78580779349819,15.11232876712329,,,0.0,1.0,0,0,0,1,No,No,453.0,0.252
1229,1126.2,907.0,246.2,1,Unknown,36.0,Yes,2.0,Negative Profits,₹100 - ₹500 Million,0.0,22.5,80.5,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.580328341129439,5.183561643835616,,0.788542652812164,0.5,0.0,0,0,3,1,No,No,,
176,1316.8,12639.19,408.8,1,Upto ₹50 Million,42.0,Yes,2.0,Negative Profits,Upto ₹10 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314574915908866,1.317808219178082,,-12.95841341239008,0.5,0.0,1,2,2,3,No,No,453.0,0.252
279,1279.2,,252.2,1,₹50 - ₹250 Million,34.0,Yes,4.0,Negative Profits,₹100 - ₹500 Million,0.0,6.5,66.5,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,7.750191354320839,3.402739726027397,164.098794520548,1.605948583223869,0.0,0.5,1,1,3,0,Yes,No,,
2114,1233.4,1107.1,520.0,3,₹50 - ₹250 Million,26.0,Yes,2.0,Negative Profits,₹100 - ₹500 Million,0.0,4.5,31.5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7.813205053927638,4.715068493150685,134.7284748858447,,0.0,1.0,0,0,3,0,No,Yes,453.0,0.252
3731,366.5,5967.01,82.5,1,More than ₹1000 Million,23.0,Yes,3.0,Negative Profits,More than ₹500 Million,650000000.0,6.300000000000001,76.5,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24608176712297,0.7287671232876712,48.89047367552388,,0.0,0.0,0,0,1,1,No,Yes,577.0,0.163
1371,184.3,,16.0,1,Upto ₹50 Million,52.0,Yes,2.0,Negative Profits,₹10 - ₹50 Million,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435122861752125,1.202739726027397,9.381369863013699,,0.5,1.0,2,0,2,0,Yes,No,453.0,0.252
2454,190.7,895.97,39.1,,Upto ₹50 Million,32.0,Yes,1.0,Negative Profits,Upto ₹10 Million,0.0,22.5,56.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.917314643149099,0.736986301369863,10.5392759295499,,0.0,0.0,0,0,0,1,No,No,,
2497,620.0,16602.98,62.0,2,₹50 - ₹250 Million,39.0,Yes,1.0,Negative Profits,₹100 - ₹500 Million,0.0,3.6,123.5,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.898136560979896,2.468493150684932,1.481095890410959,,0.0,0.0,0,0,2,0,No,No,,
1357,327.0,956.16,25.2,1,₹250 - ₹500 Million,27.0,Yes,1.0,Negative Profits,₹100 - ₹500 Million,58285212.53,6.5,3.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.503616012429097,5.142465753424657,168.239843444227,0.1195922268238292,0.0,0.0,0,0,1,2,No,Yes,453.0,0.252
692,578.9,,155.5,3,₹50 - ₹250 Million,36.0,Yes,3.0,Negative Profits,₹10 - ₹50 Million,0.0,0.0,0.0,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.558410532620211,1.583561643835616,114.3536438356165,1.055707762557077,0.3333333333333333,1.0,3,0,2,0,No,Yes,,
2227,129.0,628.57,21.8,1,₹50 - ₹250 Million,36.0,Yes,2.0,Negative Profits,₹10 - ₹50 Million,151000000.0,18.5,108.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.018684506042776,0.2493150684931507,-3.618444227005877,0.0298094103633115,0.0,1.0,0,0,0,1,No,No,430.0,0.034
417,1091.1,,68.2,1,Unknown,52.0,No,4.0,Negative Profits,₹50 - ₹100 Million,0.0,3.6,161.0,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,14.7748488886406,11.03287671232877,,,0.0,0.0,0,0,0,1,No,No,,
1273,19208.4,412.32,4146.2,1,Unknown,39.0,Yes,1.0,Negative Profits,More than ₹500 Million,600000000.0,19.6,52.5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.97758861512554,10.16438356164384,,0.4764554794520548,0.0,0.0,0,0,0,5,No,Yes,453.0,0.252
218,960.3,225.47,240.3,2,₹250 - ₹500 Million,34.0,Yes,4.0,Negative Profits,₹100 - ₹500 Million,296000000.0,23.4,89.25,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.873479025520421,3.205479452054794,124.5854794520548,,0.0,0.3333333333333333,1,0,2,1,Yes,Yes,,
3155,124.3,,21.9,1,₹500 - ₹1000 Million,31.0,Yes,3.0,Negative Profits,₹100 - ₹500 Million,0.0,27.4,127.75,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.974848890104611,-0.7917808219178082,,,0.0,0.5,0,0,1,3,No,Yes,,
3553,678.0,98.0,154.9,1,₹500 - ₹1000 Million,26.0,Yes,3.0,Negative Profits,Upto ₹10 Million,0.0,7.7,73.5,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4.854300945111555,2.008219178082192,463.0528767123288,26.10079145413914,0.0,0.0,0,0,0,1,No,Yes,453.0,0.252
991,36411.8,2491.82,2951.9,1,More than ₹1000 Million,30.0,No,5.0,Negative Profits,More than ₹500 Million,0.0,31.875,54.25,No,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.766629710859272,5.284931506849315,7632.572328767123,,0.0,0.25,0,0,0,3,No,No,453.0,0.252
3075,1913.6,8732.49,113.5,1,₹50 - ₹250 Million,42.0,Yes,2.0,Negative Profits,₹50 - ₹100 Million,25300000.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.870739301020389,6.024657534246575,191.3992039985191,1.37706457925636,0.0,1.0,0,0,1,2,No,No,453.0,0.252
865,850.3,4717.3,220.7,1,Unknown,,No,2.0,Negative Profits,₹50 - ₹100 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.824163957368531,0.3287671232876712,,,0.0,1.0,5,0,1,2,Yes,Yes,453.0,0.252
1594,190.9,2860.4,13.4,1,More than ₹1000 Million,35.0,Yes,2.0,Negative Profits,₹100 - ₹500 Million,0.0,19.75,155.75,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7.169369437208872,0.4,-240.3985714285714,-5.118393736283288,0.0,0.0,1,0,1,0,Yes,Yes,532.0,-0.461
